naic_product,sic_industry,sic_product,sic_title
NA,NA,245113,Single section
NA,NA,24511322,12ft
NA,NA,24511333,12ft to 14ft
NA,NA,24511344,14ft and over
NA,NA,245114,Multi-section
NA,NA,2451141,Doublewide
NA,NA,2451143,Other multi-section
3219912,NA,24512,"Mobile buildings, non-residential"
NA,NA,2451222,Office and other commercial
321991SM,NA,2451SM,Secondary products and miscellaneous receipts
321991M,NA,2451M,Miscellaneous receipts
321991S,NA,2451S,Secondary products
NA,NA,2451SS,Secondary products
321992,2452,2452,Prefabricated wood buildings and components
321992P,NA,2452P,Primary products
3219921,NA,24521,Components not sold as complete units
3219922,NA,24522,Precut packages sold as complete units (residential and nonresidential)
3219923,NA,24523,Panelized buildings sold as complete units
3219924,NA,24524,"Modular buildings shipped with floors and walls, and usually ceilings and roofs"
321992444,NA,2452444,Residential
321992447,NA,2452447,"Nonresidential, including motels and hotels"
321992SM,NA,2452SM,Secondary products and miscellaneous receipts
321992M,NA,2452M,Miscellaneous receipts
NA,NA,2452XY9,Contract work and other miscellaneous receipts
321992S,NA,2452S,Secondary products
NA,NA,2452SS,Secondary products
321114,2491,2491,Wood preserving
321114P,NA,2491P,Primary products
3211142,NA,24912,"Wood poles, piles and posts owned and treated by the same establishment"
3211143,NA,24913,Other wood products owned and treated by the same establishment
321114311,NA,2491311,"Railway crossties and mine ties, except switch or bridge"
321114313,NA,2491313,"Lumber rough and dressed, not edged, treated"
321114319,NA,2491319,"Other wood treated products including plywood, wood fence pickets, paling, rails"
321114SM,NA,2491SM,Secondary products and miscellaneous receipts
321114M,NA,2491M,Miscellaneous receipts
NA,NA,2491Z89,Resales
321114S,NA,2491S,Secondary products
NA,NA,2491SS,Secondary products
321219,2493,2493,Reconstituted wood products
321219P,NA,2493P,Primary products
3212191,NA,24931,"Particleboard, produced at this location"
3212192,NA,24932,Waferboard and oriented strand board
3212193,NA,24933,Medium density fiberboard
3212194,NA,24934,Hardboard products made from hardboard produced at this location
3212195,NA,24935,Fiberboard
3212196,NA,24936,Hardboard products made from purchased hardboard
3212197,NA,24937,Prefinished particleboard and medium density fiberboard made from purchased mate
321219SM,NA,2493SM,Secondary products and miscellaneous receipts
321219M,NA,2493M,Miscellaneous receipts
321219S,NA,2493S,Secondary products
NA,2499,2499,"Wood products, nec"
321999P,NA,2499P,Primary products
339999C,NA,24991,Mirror and picture frames
3219991,NA,24994,Miscellaneous wood products
321999SM,NA,2499SM,Secondary products and miscellaneous receipts
321999M,NA,2499M,Miscellaneous receipts
321999S,NA,2499S,Secondary products
337122,2511,2511,"Wood household furniture, except upholstered"
337122P,NA,2511P,Primary products
3371222,NA,25112,"Wood living room, library, family room and den furniture"
337122219,NA,2511219,"Cabinets, except sewing machine cabinets"
337122231,NA,2511231,"Chairs, except dining room (including rockers)"
337122241,NA,2511241,"Tables, except card and telephone tables"
337122251,NA,2511251,Desks
337122271,NA,2511271,"Credenzas, bookcases, and bookshelves"
337122298,NA,2511298,Other nonupholstered living room furniture
33712229811,NA,251129811,"Wall units (desk, bookcase, and storage type)"
33712229899,NA,251129899,All other living room furniture
3371223,NA,25113,"Wood dining room and kitchen furniture, except cabinets"
337122311,NA,2511311,"Tables, dining room, 30 x 40 inches and greater"
337122331,NA,2511331,"Dining room chairs, incl. upholstered and nonupholstered"
337122351,NA,2511351,"Buffets and servers, dining room"
337122371,NA,2511371,"China and corner cabinets, dining room"
337122398,NA,2511398,Other dining room and kitchen furniture
3371225,NA,25115,Wood bedroom furniture
3371225A,NA,25115A,"Beds, headboards and footboards"
337122511,NA,2511511,"Beds, incl. bunk and water beds, excl crib and headboard beds"
337122513,NA,2511513,Headboards and headboard sets
337122521,NA,2511521,"Dressers, vanities and dressing tables"
337122533,NA,2511533,"Wardrobes, chifforobes, armoires, & wardrobe-type cabinets"
337122535,NA,2511535,"Chests of drawers, including cedar chests"
337122561,NA,2511561,Night tables and stands
337122598,NA,2511598,Other nonupholstered bedroom furniture
3371226,NA,25116,Infants' and children's wood furniture
NA,NA,2511641,Infants' and children's wood furniture
3371227,NA,25117,"Unpainted, unassembled, knock-down, and outdoor furniture"
337122741,NA,2511741,Unpainted wood furniture
337122751,NA,2511751,"Unassembled, knock-down, and outdoor furniture"
337122SM,NA,2511SM,Secondary products and miscellaneous receipts
337122M,NA,2511M,Miscellaneous receipts
NA,NA,2511Z89,Resales
337122S,NA,2511S,Secondary products
NA,NA,2511SSS,Secondary products
337121,2512,2512,Upholstered wood household furniture
337121P,NA,2512P,Primary products
3371211,NA,25121,Upholstered wood household furniture
337121112,NA,2512112,"Sofas, davenports, settees, and loveseats"
33712111232,NA,251211232,Chiefly cotton
33712111233,NA,251211233,Chiefly rayon
33712111234,NA,251211234,Chiefly olefin
33712111235,NA,251211235,Chiefly nylon
33712111236,NA,251211236,Chiefly polyester
33712111237,NA,251211237,"Other fibers and blends, including coated fabric and vinyl"
337121132,NA,2512132,"Chairs, except reclining and rockers"
33712113242,NA,251213242,Chiefly cotton
33712113243,NA,251213243,Chiefly rayon
33712113244,NA,251213244,Chiefly olefin
33712113245,NA,251213245,"Other fibers and blends, including coated fabric and vinyl"
337121141,NA,2512141,Sectional sofa pieces
337121145,NA,2512145,"Rockers, including swivel"
337121154,NA,2512154,Reclining chairs
337121198,NA,2512198,"Other upholstered wood household furniture ( ottomans, hassocks, etc )"
337121SM,NA,2512SM,Secondary products and miscellaneous receipts
337121M,NA,2512M,Miscellaneous receipts
337121S,NA,2512S,Secondary products
NA,NA,2512SSS,Secondary products
337124,2514,2514,Metal household furniture
337124P,NA,2514P,Primary products
3371241,NA,25141,"Metal household dining, dinette, breakfast & kitchen furniture"
3371243,NA,25143,"Metal porch, lawn, outdoor and casual furniture"
33712431,NA,251431,Tubular aluminum
33712432,NA,251432,Cast and wrought iron
33712433,NA,251433,"Other metal porch, lawn, outdoor and casual furniture, including picnic tables"
3371244,NA,25144,Other metal household furniture
337124437,NA,2514437,Metal bed frames
337124498,NA,2514498,"Other metal household furniture (including upholstered furniture, metal folding"
337124SM,NA,2514SM,Secondary products and miscellaneous receipts
337124M,NA,2514M,Miscellaneous receipts
337124S,NA,2514S,Secondary products
NA,NA,2514SSS,Secondary products
337910,2515,2515,Mattresses and bedsprings
337910P,NA,2515P,Primary products
NA,NA,2515A,Innerspring mattress and foundation sets excl. crib size
NA,NA,2515411,"Twin innerspring mattress and foundation set, excl. crib size"
NA,NA,25154111,Twin innerspring mattress and spring foundation set
NA,NA,25154115,Twin innerspring mattress and other foundation set incl. foam and platform.
NA,NA,251542,"Full innerspring mattress and foundation sets, excl. crib size"
NA,NA,25154211,Full innerspring mattress and spring foundation set
NA,NA,25154222,Full innerspring mattress and other foundation incl.foam and platform
NA,NA,251543,Queen innerspring mattress and foundation sets excl. crib size
NA,NA,25154311,Queen innerspring mattress and spring foundation set
NA,NA,25154322,Queen innerspring mattress and other foundation set incl. foam and platform
NA,NA,251544,"King innerspring mattress and foundation sets, excl. crib size"
NA,NA,2515441,King innerspring mattress and spring foundation set
NA,NA,2515442,King innerspring mattress and other foundation set incl. foam and platform.
NA,NA,251545,"Other innerspring mattress and foundation sets, exclcrib size"
NA,NA,2515451,Other innerspring mattress and spring foundation set
NA,NA,2515452,Other innerspring mattress and other foundation set incl. foam and platform
3371214,NA,25155,Dual purpose sleep furniture
NA,NA,2515512,Convertible sofas
NA,NA,2515516,"All other dual purpose sleep furniture, including jackknife sofa beds & chair beds"
337910A,NA,25156,"Sleep system ensembles, excluding conventional water beds"
3379104,NA,251571,"Other mattresses, incl. crib mattresses and mattress inserts"
NA,NA,25157115,"Foam core mattresses, other than crib size"
NA,NA,25157147,"Other mattresses, excluding innerspring mattresses"
NA,NA,25157161,Mattress inserts for dual purpose sleep furniture
NA,NA,2515M,Miscellaneous receipts
NA,NA,2515Z89,Resales
NA,NA,2515S,Secondary products
NA,NA,2515SSS,Secondary products
337129,2517,2517,"Wood television, radio, phonograph and sewing machine cabinets"
337129P,NA,2517P,Primary products
337129SM,NA,2517SM,Secondary products and miscellaneous receipts
337129M,NA,2517M,Miscellaneous receipts
337129S,NA,2517S,Secondary products
NA,NA,2517SS,Secondary products
337125,2519,2519,"Household furniture, nec"
337125P,NA,2519P,Primary products
3371251,NA,25191,"Household furniture, except wood and metal"
33712511,NA,251911,Plastics and fibrous glass household furniture
33712514,NA,251914,"Reed, rattan, willow, wicker, cane and other similar household furniture"
337125SM,NA,2519SM,Secondary products and miscellaneous receipts
337125M,NA,2519M,Miscellaneous receipts
337125S,NA,2519S,Secondary products
337211,2521,2521,Wood office furniture
337211P,NA,2521P,Primary products
337211313,NA,2521313,Wood office seating
337211331,NA,2521331,Desks and extensions
337211341,NA,2521341,"Wood storage units, files and tables"
337211351,NA,2521351,Wood systems furniture and all other office furniture
337211SM,NA,2521SM,Secondary products and miscellaneous receipts
337211M,NA,2521M,Miscellaneous receipts
NA,NA,2521Z89,Resales
337211S,NA,2521S,Secondary products
NA,NA,2521SSS,Secondary products
337214S,NA,2522S,"Office furniture, except wood"
337214,2522,2522,Nonwood office furniture
337214P,NA,2522P,Primary products
3372141,NA,25221,Office seating
33721411,NA,252211,Chairs
337214112,NA,2522112,Side and arm chairs
337214113,NA,2522113,Stacking and folding chairs
337214114,NA,2522114,"General office and desk chairs, except secretarial"
337214115,NA,2522115,Other chairs
337214129,NA,2522129,"All other seating, excluding chairs"
3372142,NA,25222,Desks and extensions
337214224,NA,2522224,Desks
337214236,NA,2522236,Desk extensions
3372145,NA,25225,"Storage units, files and tables"
33721451,NA,252251,Storage units
337214511,NA,2522511,Credenzas
337214512,NA,2522512,Bookcases and other storage units
33721452,NA,252252,Filing cabinets and cases
337214521,NA,2522521,"Vertical files, letter and legal"
337214522,NA,2522522,"Horizontal or lateral files, letter and legal"
337214523,NA,2522523,"Motorized, visible and insulated files"
337214524,NA,2522524,All other files
33721453,NA,252253,Tables
337214531,NA,2522531,Work or conference tables
337214532,NA,2522532,All other tables
3372146,NA,25226,Other nonwood office furniture
33721461,NA,252261,Systems furniture
337214611,NA,2522611,Modular systems furniture
337214612,NA,2522612,Panel systems furniture
337214621,NA,2522621,"Miscellaneous, nonwood office furniture"
337214SM,NA,2522SM,Secondary products and miscellaneous receipts
337214M,NA,2522M,Miscellaneous receipts
NA,NA,2522Z89,Resales
337214S,NA,2522S,Secondary products
NA,NA,2522SSS,Secondary products
NA,2531,2531,Public building and related furniture
NA,NA,2531P,Primary products
3371271,NA,25311,"School furniture, except stone, concrete, and library furniture"
3371274,NA,25312,"Public building and related furniture, except school and restaurant"
3363603,NA,2531213,Seats for public conveyances
NA,NA,2531281,All other public building and related furniture nec
NA,NA,2531M,Miscellaneous receipts
NA,NA,2531MM,Miscellaneous receipts incl. contract work and resales
NA,NA,2531S,Secondary products
NA,NA,2531SS,Secondary products
NA,2541,2541,Wood partitions and fixtures
NA,NA,2541P,Primary products
3372151,NA,25411,"Wood partitions, shelving, and lockers"
NA,NA,25412,Plastic laminated fixture tops
3372154,NA,25413,"Wood fixtures for stores, banks, offices, etc"
NA,NA,254133A,"Retail store fixtures, except food store: custom"
NA,NA,2541331,All other fixtures and displays
NA,NA,2541332,Walls and wall fixtures
NA,NA,2541337,"Retail store fixtures, except food store: manufacturers' standard"
NA,NA,2541338,Retail food store fixtures
NA,NA,2541399,All other wood fixtures
NA,NA,2541M,Miscellaneous receipts
NA,NA,2541XY9,Contract work and other miscellaneous receipts
NA,NA,2541Z89,Resales
NA,NA,2541S,Secondary products
NA,NA,2541SS,Secondary products
NA,2542,2542,"Partitions and fixtures, except wood"
NA,NA,2542P,Primary products
NA,NA,25421,Partitions
337215A,NA,25422,Shelving and lockers
337215E,NA,25423,Storage racks and accessories
337215H,NA,25424,"Fixtures for stores, banks, offices, etc"
NA,NA,2542463,"Custom retail store fixtures, except food store"
NA,NA,2542465,"Standard retail store fixtures, except food store"
NA,NA,2542467,Retail food store fixtures
NA,NA,2542499,"All other non-wood fixtures, including bank, cabinets, counters, racks, etc"
NA,NA,2542SM,Secondary products and miscellaneous receipts
NA,NA,2542M,Miscellaneous receipts
NA,NA,2542Z89,Resales
NA,NA,2542S,Secondary products
NA,NA,2542SS,Secondary products
337920,2591,2591,Drapery hardware and blinds and shades
337920P,NA,2591P,Primary products
3379203,NA,25913,Window shades and accessories
3379204,NA,25914,Venetian blinds
3379205,NA,25915,"Other shades and blinds nec, curtain and drapery rods, poles and other hardware"
337920SM,NA,2591SM,Secondary products and miscellaneous receipts
337920M,NA,2591M,Miscellaneous receipts
NA,NA,2591Z89,Resales
337920S,NA,2591S,Secondary products
NA,NA,2591SS,Secondary products
NA,2599,2599,"Furniture and fixtures, nec"
NA,NA,2599P,Primary products
NA,NA,25991,Hospital beds
NA,NA,25992,"Restaurant, cafeteria, bar and bowling center furniture and fixtures, nec"
NA,NA,25994,"Ship, industrial, and all other furniture and fixtures, nec"
NA,NA,2599M,Miscellaneous receipts
NA,NA,2599Z89,Resales
NA,NA,2599S,Secondary products
322110,2611,2611,Pulp mills
322110P,NA,2611P,Primary products
3221101,NA,26111,Special alpha and dissolving woodpulp
3221103,NA,26113,"Sulfate woodpulp, including soda"
3221104,NA,26114,Sulfite and other woodpulp
3221105,NA,26115,"Pulp, other than wood, and pulp mill byproducts"
322110SM,NA,2611SM,Secondary products and miscellaneous receipts
322110M,NA,2611M,Miscellaneous receipts
322110S,NA,2611S,Secondary products
NA,NA,2621S,Papermill products
NA,2621,2621,Paper mills
NA,NA,2621P,Primary products
322121G,NA,2621A,Tissue paper and sanitary paper stock
3221221,NA,26211,Newsprint
3221223,NA,26212,"Groundwood paper, uncoated"
3221211,NA,26213,Clay coated printing and converting paper
32212111,NA,2621315,Clay coated groundwood
32212112,NA,2621329,Clay coated freesheet and prime coated body stock
3221213,NA,26214,Uncoated free sheet
32212131,NA,2621438,Bond and all writing paper
32212133,NA,2621456,"Publication and printing paper, all types"
32212134,NA,2621489,Cover and text papers and other converting and misc. uncoated freesheet
3221215,NA,26215,"Bleached bristols, excluding cotton fiber index and bogus"
NA,NA,26216,Cotton fiber paper and thin paper
NA,NA,26217,Unbleached kraft packaging and industrial converting paper
322121A,NA,26218,"Packaging and industrial converting paper, except unbleached kraft"
322121C,NA,26219,"Special industrial paper, except specialty packaging"
NA,NA,2621S,Secondary products
322110S,NA,2611S,Pulp mill products
NA,NA,2621SSS,Other secondary products
322130S,NA,2631S,Paperboard mill products
322130,2631,2631,Paperboard mills
322130P,NA,2631P,Primary products
3221301,NA,26311,Unbleached kraft packaging and industrial converting paperboard (>80% virgin wood pulp)
3221302,NA,26312,Bleached packaging and industrial converting paperboard (>80% virgin wood pulp)
3221303,NA,26313,Semichemical paperboard (>75% virgin wood pulp)
3221304,NA,26314,Recycled paperboard
3221308,NA,26318,Wet machine board
322130SM,NA,2631SM,Secondary products and miscellaneous receipts
322130M,NA,2631M,Miscellaneous receipts
322130S,NA,2631S,Secondary products
322110S,NA,2611S,Pulpmill products
NA,NA,2621S,Papermill products
