sic_industry,sic_product,sic_title,naics_product
2952,295233,"Shingles including strip and individual, organic and inorganic, all styles",NA
2952,295237,Other prepared asphalt & tar products for roofing and siding incl. organic and f,NA
2952,2952SM,Secondary products and miscellaneous receipts,324122SM
2952,2952M,Miscellaneous receipts,324122M
2952,2952S,Secondary products,324122S
2952,2952SS,Secondary products,NA
2992,2992,Lubricating oils and greases,324191
2992,2992P,Primary products,324191P
2992,29921,Lubricating and similar oils,3241911
2992,2992111,Automotive lubricating oils,NA
2992,29921115,Engine oils,NA
2992,299211151,Engine oil for gasoline engines,NA
2992,299211152,Engine oil for diesel engines,NA
2992,299211153,Other engine oil,NA
2992,29921116,Transmission and hydraulic fluids,NA
2992,299211161,Automatic transmission fluid,NA
2992,299211162,Other transmission and hydraulic fluids,NA
2992,29921117,Automotive gear oil,NA
2992,299211171,Automotive gear oil,NA
2992,2992121,Industrial lubricating oils,NA
NA,299212111,General industrial oils,NA
NA,299212112,Industrial process oils,NA
NA,299212113,Industrial metalworking fluids,NA
NA,299212114,Industrial engine oils,NA
NA,29922,Lubricating greases,3241912
NA,2992231,Automotive greases,NA
NA,2992232,Industrial greases,NA
NA,2992234,Other greases,NA
NA,2992SM,Secondary products and miscellaneous receipts,324191SM
NA,2992M,Miscellaneous receipts,324191M
NA,2992Z89,Resales,NA
NA,2992S,Secondary products,324191S
2999,2999,"Products of petroleum and coal, nec",NA
2999,2999P,Primary products,NA
2999,29996,"Petroleum and coal products, nec",3241992
2999,2999M,Miscellaneous receipts,NA
3011,3011,Tires and inner tubes,326211
3011,3011P,Primary products,326211P
3011,30111,Passenger car pneumatic tires,3262111
3011,3011112,Radials,NA
3011,30111122,All season (except high performance) and all other radials incl. off highway,NA
3011,301111223,Original equipment,NA
3011,301111224,Replacement,NA
3011,301111234,Replacement,NA
3011,301115,Non-radials,NA
3011,30112,"Truck/bus tires, including off highway",3262113
3011,301121,Radials,NA
3011,3011213,Light highway truck,32621131
3011,301121311,Original equipment,NA
3011,301121312,Replacement,NA
3011,301121412,Replacement,NA
3011,3011215,Non-radials,NA
3011,30112151,Light highway truck,NA
3011,301121513,Replacement,NA
3011,30112152,Medium and wide base highway truck,NA
3011,301121523,Replacement,NA
3011,30113,Other pneumatic and all solid tires,NA
3011,3011314,Tractor/implement tires,3262117
3011,301131411,Front tractor and farm implement Original equipment and replacement,NA
3011,301131421,Rear tractor. Original equipment and replacement,NA
3011,3011316,"Industrial, utility and garden tractor tires. Original equipment or replacement",3262119
3011,3011319,"All other pneumatic, including aircraft, mobile home and bicycle",326211B
3011,3011333,Industrial and highway - solid,NA
3011,3011342,"Other solid and semi-pneumatic, incl hand lawnmower, baby carriage, tricycle, etc",NA
3011,30114,Inner tubes,326211F
3011,3011423,"Truck/bus, including off highway",NA
3011,30115,"Tread rubber, tire sundries, and repair materials",326211H
3011,3011511,Tread rubber,NA
3011,3011539,"Other tire sundries and repair materials, nec",NA
3011,3011SM,Secondary products and miscellaneous receipts,326211SM
3011,3011M,Miscellaneous receipts,326211MM
3011,3011S,Secondary products,326211SS
3011,3011SS,Secondary products,NA
3021,3021,Rubber and plastic footwear,316211
3021,3021P,Primary products,316211P
3021,30214,Protective Footwear,3162111
3021,30215,"Shoes with soles vulcanized, molded or cemented to fabric uppers, excl. slippers",3162114
3021,3021SM,Secondary products and miscellaneous receipts,316211SM
3021,3021M,Miscellaneous receipts,316211M
3021,3021S,Secondary products,316211S
3021,3021SSS,Secondary products,NA
3052,3052,Rubber and plastics hose and belting,326220
3052,3052P,Primary products,326220P
3052,30521,"Rubber and plastics belts and belting, flat",3262201
3052,3052103,Light weight conveyor and elevator,NA
3052,3052105,Heavy duty conveyor and elevator,NA
3052,3052113,Transmission,NA
3052,3052116,Other flat rubber and plastics belts and belting,NA
3052,30522,"Rubber and plastics transmission belts and belting, other than flat",3262202
3052,3052225,Motor vehicle,NA
3052,3052231,"Industrial, except fractional",NA
3052,30523,"Rubber hose, mandrel made, and all hydraulic",3262203
3052,3052312,"Textile, hydraulic",NA
NA,3052314,"Textile, nonhydraulic",NA
NA,3052316,"Wire, hydraulic",NA
NA,3052318,"Wire, nonhydraulic",NA
NA,30524,"Rubber hose, long length nonhydraulic, except garden",3262204
NA,3052451,Textile,NA
NA,3052453,Wire,NA
NA,30525,Rubber and plastics garden hose,3262205
NA,3052561,"Plastics, including perforated sprinkler",NA
NA,3052563,Rubber,NA
NA,30526,All other rubber and plastics hose,3262206
NA,30526A,All other rubber hose,NA
NA,305263,Wrapped reinforced,NA
NA,3052635,"Nonwire, handbuilt",NA
NA,3052639,Machine,NA
NA,305264,Circular woven jacket,NA
NA,3052663,"Braided or loomed, helical reinforced",NA
NA,3052674,"All other rubber hose, nec",NA
NA,305268,"Plastic hose, except garden",NA
NA,3052682,Hydraulic,NA
NA,3052684,Nonhydraulic,NA
NA,3052SM,Secondary products and miscellaneous receipts,326220SM
NA,3052M,Miscellaneous receipts,326220M
NA,3052Z89,Resales,NA
NA,3052S,Secondary products,326220S
NA,3052SS,Secondary products,NA
3053,3053,"Gaskets, packing and sealing devices",339991
3053,3053P,Primary products,339991P
3053,30534,Compression packings,3399914
3053,30535,Nonmetallic gaskets and gasketing,3399915
3053,3053515,"Elastomeric, all material",339991515
3053,3053529,"Other non-metallic, nec",339991529
3053,30536,Molded packing and sealing devices,3399916
3053,3053621,O-rings (including spliced; excluding metal),339991621
3053,3053635,All other molded packing and seals (including leather and plastic seals),339991635
3053,30537,Metallic gaskets and machined seals,3399917
3053,30538,Axial mechanical face seals,3399918
3053,30539,Rotary oil seals,3399919
3053,3053SM,Secondary products and miscellaneous receipts,339991SM
3053,3053M,Miscellaneous receipts,339991M
3053,3053MM,Miscellaneous receipts,NA
3053,3053S,Secondary products,339991S
3053,3053SS,Other secondary products,NA
3061,3061,"Molded, extruded and lathe cut mechanical rubber goods",326291
3061,3061P,Primary products,326291P
3061,3061A,Molded rubber mechanical goods,NA
3061,3061A11,Automotive,3262911
3061,3061A12,"Transportation, other than automotive",NA
3061,3061A13,"Appliances, household and commercial",NA
3061,3061A14,Oil and gas field machinery and equipment,NA
3061,3061A16,Other molded goods,NA
3061,3061B,Extruded rubber mechanical goods,NA
3061,3061B11,"Automotive, except tubing",3262914
3061,3061B12,"Appliances, household and commercial",NA
3061,3061B13,Automotive tubing,NA
3061,3061B14,Other tubing,NA
3061,3061B19,Other extrusions,NA
3061,3061C,Lathe-cut mechanical goods,NA
3061,3061SM,Secondary products and miscellaneous receipts,326291SM
3061,3061M,Miscellaneous receipts,326291M
3061,3061S,Secondary products,326291S
3061,3061SS,Secondary products,NA
3069,3069,"Fabricated rubber products, nec",326299
3069,3069P,Primary products,326299P
3069,3069C,"Industrial rubber products, nec",3262997
3069,3069C12,"Roll coverings, rubber and plastics",NA
3069,3069C55,"Other industrial rubber products, nec",NA
3069,3069D,Rubber coated fabrics and rubber clothing,3262998
3069,3069E,Other rubber goods,3262999
3069,30693,"Sponge, expanded and foam rubber",3262991
3069,30694,Rubber floor and wall coverings,3262993
3069,30695,Prophylactics,NA
3069,30696,Rubber shoe products,3262994
3069,30697,"Rubber druggist and medical sundries, including household gloves",NA
NA,30699,Rubber compounds or mixtures for sale or interplant transfer,3262996
NA,3069SM,Secondary products and miscellaneous receipts,326299SM
NA,3069M,Miscellaneous receipts,326299M
NA,3069MM,Miscellaneous receipts,NA
NA,3069S,Secondary products,326299S
NA,3069SS,Secondary products,NA
3081,3081,Unsupported plastics film and sheet,326113
3081,3081P,Primary products,326113P
3081,30811,Unsupported plastics film and sheet,3261131
3081,3081102,Unsupported polyethylene film and sheet,326113102
3081,3081104,Unsupported vinyl and vinyl copolymer film and sheet,326113104
3081,3081106,Other unsupported plastics film and sheet,326113106
3081,3081SM,Secondary products and miscellaneous receipts,326113SM
3081,3081M,Miscellaneous receipts,326113M
3081,3081S,Secondary products,326113S
3081,3081SS,Secondary products,NA
3082,3082,"Unsupported plastics profile shapes, rods and tubes",326121
3082,3082P,Primary products,326121P
3082,30821,"Unsupported plastics profile shapes, rods and tubes",3261211
3082,3082SM,Secondary products and miscellaneous receipts,326121SM
3082,3082M,Miscellaneous receipts,326121M
3082,3082S,Secondary products,326121S
3083,3083,"Laminated plastics plate, sheet, and profile shapes",326130
3083,3083P,Primary products,326130P
3083,30831,"Laminated plastics plate, sheet and profiles",3261301
3083,3083SM,Secondary products and miscellaneous receipts,326130SM
3083,3083M,Miscellaneous receipts,326130M
3083,3083S,Secondary products,326130S
3084,3084,Plastics pipe,326122
3084,3084P,Primary products,326122P
3084,30841,Plastics pipe,3261221
3084,3084111,"Drain, waste and vent",32612211
3084,3084112,Sewer,32612216
3084,3084113,Oil and gas,32612217
3084,3084114,Water,32612213
3084,3084115,Industrial and mining,32612215
3084,3084119,Other plastics pipe,32612219
3084,3084SM,Secondary products and miscellaneous receipts,326122SM
3084,3084M,Miscellaneous receipts,326122M
3084,3084S,Secondary products,326122S
3085,3085,Plastic bottles,326160
3085,3085P,Primary products,326160P
3085,30851,Plastic bottles,3261601
3085,3085SM,Secondary products and miscellaneous receipts,326160SM
3085,3085M,Miscellaneous receipts,326160M
3085,3085S,Secondary products,326160S
3086,3086,Plastic foam products,NA
3086,3086P,Primary products,NA
3086,308611,Transportation foam products made of polystyrene or urethane,3261501
3086,30862,Packaging foam products made of polystyrene or urethane,NA
3086,30863,Building and construction foam products made of polystyrene or urethane,NA
3086,30864,Furniture and furnishing foam products made of polystyrene or urethane,3261504
3086,30865,Consumer and institutional foam products made of polystyrene or urethane,3261405
3086,30866,Other plastic foam products made of polystyrene or urethane,NA
3086,30867,"Products made of other foam, including phenolics, vinyl, cellulose acetate, etc",NA
3086,3086S,Secondary products,NA
3087,3087,Custom compounding of purchased resins,325991
3087,3087P,Primary products,325991P
3087,30871,Custom compounding of purchased resins and color concentrates,3259911
3087,3087112,Custom compounding of purchased resins,325991112
3087,3087113,Plastics color concentrates,325991113
3087,30872,Pellets from spent or post-consumer plastics,3259912
3087,3087SM,Secondary products and miscellaneous receipts,325991SM
3087,3087M,Miscellaneous receipts,325991M
3087,3087S,Secondary products,325991S
3088,3088,Plastic plumbing fixtures,326191
3088,3088P,Primary products,326191P
3088,30881,Plastic plumbing fixtures,3261911
3088,3088101,Plastic plumbing fixtures,NA
3088,3088M,Miscellaneous receipts,326191M
3088,3088S,Secondary products,326191S
3089,3089,"Plastics products, nec",326199
3089,3089P,Primary products,326199P
NA,3089A,"Reinforced and fiberglass plastics products, nec",326199A
NA,30891,"Transportation, fabricated plastics products, except foam & reinforced plastics",3261991
NA,30892,"Electrical & electronic fabricated plastics products, except foam and reinforced",3261992
NA,30893,"Industrial machinery plastics products, except foam",3261993
NA,30894,"Plastics packaging, except film and sheet, foam, and bottles",3261994
NA,30895,"Plastics dinnerware, tableware, and kitchenware, except foam and cups",3261995
NA,30896,"Consumer, institutional, and commercial fabricated plastics products, excl. foam",3261996
NA,30897,Plastics furniture components and furnishings excl. foam and reinforced plastics,3261997
NA,30898,"Building & construction fabricated plastics products, excl foam & hardware",NA
NA,30899,"Plastics shoe products including taps, soling slabs, and quarterlinings",3261999
NA,3089SM,Secondary products and miscellaneous receipts,326199SM
NA,3089M,Miscellaneous receipts,326199M
NA,3089MM,Miscellaneous receipts,NA
NA,3089S,Secondary products,326199S
3111,3111,Leather tanning and finishing,316110
3111,3111P,Primary products,316110P
3111,31116,Finished and unfinished leather,3161101
3111,311161,Finished cattle and kip side leather,NA
3111,311165,Unfinished cattle and kip side leather,NA
3111,311167,"Other leathers, finished and unfinished",NA
3111,31119,Receipts for contract tanning done for others on their materials,3161104
3111,3111SM,Secondary products and miscellaneous receipts,316110SM
3111,3111M,Miscellaneous receipts,316110M
3111,3111S,Secondary products,316110S
3131,3131,Boot and shoe cut stock and findings,NA
3131,3131P,Primary products,NA
3131,3131116,Outer soles and innersoles of leather,NA
3131,3131131,Other leather cut stock,NA
3131,3131191,Non-leather stock and findings incl. heels,NA
3131,3131S,Secondary products,NA
3131,3131SS,Secondary products,NA
3142,3142,House slippers,316212
3142,3142P,Primary products,316212P
3142,31421,"House slippers, all types, except socks",3162121
3142,31422,Slipper socks made from purchased socks,3162122
3142,3142SM,Secondary products and miscellaneous receipts,316212SM
3142,3142M,Miscellaneous receipts,316212M
3142,3142S,Secondary products,316212S
3143,3143,Men's footwear,316213
3143,3143P,Primary products,316213P
3143,31434,"Men's shoes, except athletic",3162134
3143,3143411,"Dress and casual shoes and boots, except western",316213411
3143,3143422,Western style boots,316213422
3143,3143441,Workshoes and work oxfords,316213441
3143,3143SM,Secondary products and miscellaneous receipts,316213SM
